"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"38045","2","102","72","0","2019","A","N",4,0,0,0,0,0,0,"N",2.82,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"38045","3","102","72","0","2019","A","N",19,0,0,0,0,0,0,"N",5.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38045","5","102","72","0","2019","A","",136,858,33809018,18811858,71227,758,39427,"",0.76,0.91,0.94,1.04,1.13,1.03,1.03,"",-5,-3.5,3,0.4,1321276,4.1,805816,4.5,-27706,-28.0,27,3.7,1441,3.8
"38047","1","102","72","0","2019","A","",6,16,791063,0,0,941,48932,"",10.60,1.37,1.50,0.00,0.00,1.08,1.08,"",1,20.0,-2,-11.1,10713,1.4,0,0.0,0,0.0,88,10.3,4552,10.3
"38047","2","102","72","0","2019","A","N",1,0,0,0,0,0,0,"N",1.57,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38047","3","102","72","0","2019","A","N",10,0,0,0,0,0,0,"N",6.40,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38047","5","102","72","0","2019","A","",59,418,11941915,7117876,17528,549,28541,"",0.73,0.95,0.89,1.00,0.34,0.93,0.93,"",-2,-3.3,-9,-2.1,395783,3.4,242068,3.5,-11347,-39.3,29,5.6,1506,5.6
"38049","1","102","72","0","2019","A","",12,40,2156191,0,0,1045,54358,"",10.55,1.67,1.32,0.00,0.00,0.80,0.80,"",1,9.1,-1,-2.4,-79488,-3.6,0,0.0,0,0.0,-14,-1.3,-731,-1.3
"38049","2","102","72","0","2019","A","",4,4,193845,0,0,952,49492,"",3.11,0.10,0.10,0.00,0.00,0.97,0.97,"",0,0.0,0,0.0,-21189,-9.9,0,0.0,0,0.0,16,1.7,805,1.7
"38049","3","102","72","0","2019","A","",22,305,10755566,412712,620,677,35226,"",7.00,2.49,2.05,1.06,0.35,0.82,0.82,"",0,0.0,-1,-0.3,34994,0.3,35754,9.5,-631,-50.4,3,0.4,191,0.5
"38049","5","102","72","0","2019","A","",107,629,31354723,18032186,193970,959,49855,"",0.66,0.70,0.75,0.81,0.79,1.08,1.08,"",1,0.9,-45,-6.7,1794895,6.1,609239,3.5,98314,102.8,116,13.8,6014,13.7
"38051","1","102","72","0","2019","A","",6,16,815833,0,0,996,51799,"",7.02,0.83,0.80,0.00,0.00,0.97,0.97,"",1,20.0,1,6.7,40088,5.2,0,0.0,0,0.0,23,2.4,1207,2.4
"38051","2","102","72","0","2019","A","N",2,0,0,0,0,0,0,"N",2.07,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38051","3","102","72","0","2019","A","N",15,0,0,0,0,0,0,"N",6.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38051","5","102","72","0","2019","A","",93,740,28702734,11612578,45878,745,38766,"",0.76,1.03,1.09,1.02,0.78,1.07,1.07,"",-3,-3.1,7,1.0,1591090,5.9,969801,9.1,-3527,-7.1,34,4.8,1800,4.9
"38053","1","102","72","0","2019","A","",11,76,4466691,0,0,1134,58966,"",2.27,0.33,0.17,0.00,0.00,0.50,0.50,"",1,10.0,11,16.9,262649,6.2,0,0.0,0,0.0,-103,-8.3,-5382,-8.4
"38053","2","102","72","0","2019","A","",6,18,1020243,0,0,1105,57478,"",1.10,0.05,0.03,0.00,0.00,0.66,0.66,"",-1,-14.3,-3,-14.3,-122320,-10.7,0,0.0,0,0.0,50,4.7,2635,4.8
"38053","3","102","72","0","2019","A","",18,2057,110246594,49635924,81931,1031,53607,"",1.35,1.75,1.27,7.58,2.31,0.73,0.73,"",0,0.0,144,7.5,10159158,10.2,5239860,11.8,-51257,-38.5,25,2.5,1294,2.5
"38053","5","102","72","0","2019","A","",501,5439,436469004,201837149,1123835,1543,80254,"",0.73,0.63,0.63,0.54,0.23,1.01,1.01,"",36,7.7,349,6.9,62715095,16.8,14409088,7.7,-816233,-42.1,131,9.3,6829,9.3
"38055","1","102","72","0","2019","A","",17,116,8375293,0,0,1384,71942,"",7.82,1.80,1.52,0.00,0.00,0.84,0.84,"",1,6.2,0,0.0,273710,3.4,0,0.0,0,0.0,42,3.1,2151,3.1
"38055","2","102","72","0","2019","A","N",4,0,0,0,0,0,0,"N",1.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38055","3","102","72","0","2019","A","",38,684,24038348,694895,2460,676,35165,"",6.33,2.08,1.35,0.69,0.71,0.65,0.65,"N",2,5.6,0,0,0,0,0,0,0,0,0,0,0,0
"38055","5","102","72","0","2019","A","",229,1840,100672382,45250424,235834,1052,54711,"",0.74,0.76,0.71,0.78,0.48,0.94,0.94,"",0,0.0,-31,-1.7,1920945,1.9,468253,1.0,-180636,-43.4,37,3.6,1943,3.7
"38057","1","102","72","0","2019","A","",10,38,2039127,0,0,1039,54017,"",5.44,0.48,0.26,0.00,0.00,0.53,0.53,"",1,11.1,2,5.6,109428,5.7,0,0.0,0,0.0,1,0.1,39,0.1
"38057","2","102","72","0","2019","A","",3,11,298303,0,0,542,28186,"",1.44,0.08,0.03,0.00,0.00,0.37,0.37,"",0,0.0,0,0.0,-3936,-1.3,0,0.0,0,0.0,25,4.8,1320,4.9
"38057","3","102","72","0","2019","A","",18,522,17179099,1618122,12230,633,32926,"",3.54,1.30,0.67,1.03,1.57,0.51,0.51,"",0,0.0,-12,-2.2,-467606,-2.6,72913,4.7,7478,157.4,-2,-0.3,-94,-0.3
"38057","5","102","72","0","2019","A","",213,2639,180664699,71615620,472033,1316,68455,"",0.81,0.89,0.88,0.79,0.43,0.99,0.99,"",-6,-2.7,-238,-8.3,-11665071,-6.1,-2434689,-3.3,70355,17.5,30,2.3,1595,2.4
"38059","1","102","72","0","2019","A","",11,109,6319792,0,0,1118,58113,"",1.78,0.50,0.43,0.00,0.00,0.85,0.85,"",1,10.0,9,9.0,482416,8.3,0,0.0,0,0.0,-2,-0.2,-115,-0.2
"38059","2","102","72","0","2019","A","",10,152,7039171,19754,30,892,46361,"",1.43,0.42,0.39,0.01,0.01,0.91,0.91,"",0,0.0,0,0.0,-81983,-1.2,309,1.6,-29,-49.2,-11,-1.2,-592,-1.3
"38059","3","102","72","0","2019","A","",25,1533,60909662,310936,585,764,39734,"",1.46,1.38,1.28,0.09,0.04,0.93,0.93,"",0,0.0,13,0.9,2773428,4.8,224228,258.6,324,124.1,29,3.9,1491,3.9
"38059","5","102","72","0","2019","A","",776,7746,330283564,179239305,848649,820,42640,"",0.88,0.95,0.87,0.89,0.45,0.92,0.92,"",1,0.1,26,0.3,8731294,2.7,8503967,5.0,-571676,-40.2,19,2.4,990,2.4
"38061","1","102","72","0","2019","A","",10,40,2565409,0,0,1228,63869,"",3.06,0.34,0.22,0.00,0.00,0.65,0.65,"",0,0.0,-6,-13.0,-381581,-12.9,0,0.0,0,0.0,-4,-0.3,-196,-0.3
"38061","2","102","72","0","2019","A","",5,6,418934,0,0,1362,70806,"",1.36,0.03,0.03,0.00,0.00,0.96,0.96,"",-1,-16.7,0,0.0,17700,4.4,0,0.0,0,0.0,20,1.5,1026,1.5
"38061","3","102","72","0","2019","A","",27,1164,52749085,16267486,156690,872,45337,"",2.99,1.93,1.41,5.67,19.00,0.73,0.73,"",0,0.0,83,7.7,3300739,6.7,1481651,10.0,68737,78.2,-8,-0.9,-406,-0.9
"38061","5","102","72","0","2019","A","",387,2983,181649737,97175965,661379,1171,60893,"",0.83,0.67,0.61,0.59,0.57,0.91,0.91,"",14,3.8,110,3.8,13450648,8.0,6566690,7.2,-450267,-40.5,45,4.0,2338,4.0
"38063","1","102","72","0","2019","A","",11,19,722193,0,0,725,37680,"",11.45,1.05,0.79,0.00,0.00,0.75,0.74,"",1,10.0,-1,-5.0,17631,2.5,0,0.0,0,0.0,42,6.1,2156,6.1
"38063","2","102","72","0","2019","A","N",2,0,0,0,0,0,0,"N",1.84,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38063","3","102","72","0","2019","A","N",18,0,0,0,0,0,0,"N",6.78,0,0,0,0,0,0,"N",-1,-5.3,0,0,0,0,0,0,0,0,0,0,0,0
"38063","5","102","72","0","2019","A","",101,619,21269347,9062991,32778,661,34365,"",0.74,0.91,0.91,0.90,0.50,1.00,1.00,"",-2,-1.9,-3,-0.5,265091,1.3,75726,0.8,-21714,-39.8,12,1.8,592,1.8
"38065","1","102","72","0","2019","A","",4,6,245261,0,0,845,43927,"",11.70,0.44,0.16,0.00,0.00,0.39,0.39,"",1,33.3,0,0.0,41,0.0,0,0.0,0,0.0,59,7.5,3057,7.5
"38065","2","102","72","0","2019","A","N",2,0,0,0,0,0,0,"N",5.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38065","3","102","72","0","2019","A","N",5,0,0,0,0,0,0,"N",5.30,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38065","5","102","72","0","2019","A","",30,323,27281620,10264329,42829,1626,84572,"",0.61,0.63,0.70,0.63,0.22,1.11,1.11,"",-1,-3.2,15,4.9,1887961,7.4,405599,4.1,-42969,-50.1,39,2.5,2036,2.5
"38067","1","102","72","0","2019","A","",18,215,20068983,0,0,1799,93525,"",7.87,3.28,4.58,0.00,0.00,1.40,1.40,"",2,12.5,-12,-5.3,-915331,-4.4,0,0.0,0,0.0,22,1.2,1117,1.2
"38067","2","102","72","0","2019","A","N",5,0,0,0,0,0,0,"N",1.94,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38067","3","102","72","0","2019","A","",31,498,17205921,1060574,2940,664,34533,"",4.91,1.49,1.22,0.99,0.43,0.82,0.82,"",0,0.0,-2,-0.4,558692,3.4,72349,7.3,-5793,-66.3,24,3.8,1244,3.7
"38067","5","102","72","0","2019","A","",219,1565,62839777,34745971,283193,772,40155,"",0.67,0.64,0.56,0.56,0.29,0.88,0.88,"",3,1.4,-6,-0.4,2950913,4.9,1030676,3.1,-109257,-27.8,39,5.3,2042,5.4
"38069","1","102","72","0","2019","A","",6,18,1036219,0,0,1092,56779,"",5.22,0.58,0.55,0.00,0.00,0.94,0.94,"",1,20.0,-1,-5.3,29758,3.0,0,0.0,0,0.0,64,6.2,3339,6.2
"38069","2","102","72","0","2019","A","",4,6,470318,0,0,1487,77313,"",3.08,0.12,0.20,0.00,0.00,1.71,1.71,"",-1,-20.0,0,0.0,-3109,-0.7,0,0.0,0,0.0,11,0.7,541,0.7
"38069","3","102","72","0","2019","A","",12,228,8534926,375,1,720,37434,"",3.78,1.44,1.42,0.00,0.00,0.98,0.98,"",0,0.0,-9,-3.8,-94840,-1.1,0,0.0,-1,-50.0,19,2.7,957,2.6
"38069","5","102","72","0","2019","A","",138,1185,49509522,22648491,84896,803,41774,"",0.84,1.01,1.03,0.97,0.61,1.01,1.02,"",5,3.8,-53,-4.3,-1882652,-3.7,-599737,-2.6,-29387,-25.7,4,0.5,245,0.6
"38071","1","102","72","0","2019","A","",16,123,8173180,0,0,1275,66314,"",5.24,1.16,1.32,0.00,0.00,1.13,1.13,"",2,14.3,-7,-5.4,-252118,-3.0,0,0.0,0,0.0,25,2.0,1296,2.0
"38071","2","102","72","0","2019","A","N",15,0,0,0,0,0,0,"N",4.35,0,0,0,0,0,0,"N",1,7.1,0,0,0,0,0,0,0,0,0,0,0,0
"38071","3","102","72","0","2019","A","",20,807,32450733,95065,144,774,40232,"",2.37,1.49,1.63,0.07,0.05,1.09,1.09,"",1,5.3,0,0.0,1510905,4.9,80395,548.0,66,84.6,37,5.0,1885,4.9
"38071","5","102","72","0","2019","A","",387,3840,150548120,84284169,300208,754,39201,"",0.89,0.96,0.95,1.11,0.70,0.98,0.98,"",-21,-5.1,-12,-0.3,4875188,3.3,2320651,2.8,-155851,-34.2,27,3.7,1382,3.7
"38073","1","102","72","0","2019","A","",8,36,1727572,0,0,919,47767,"",5.41,0.95,0.85,0.00,0.00,0.89,0.89,"",1,14.3,0,0.0,-80949,-4.5,0,0.0,0,0.0,-54,-5.5,-2821,-5.6
"38073","2","102","72","0","2019","A","N",6,0,0,0,0,0,0,"N",3.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38073","3","102","72","0","2019","A","N",15,0,0,0,0,0,0,"N",3.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38073","5","102","72","0","2019","A","",180,1141,41827815,21242116,69853,705,36651,"",0.85,0.80,0.80,0.83,0.70,1.01,1.00,"",-4,-2.2,-2,-0.2,1122196,2.8,797090,3.9,-67137,-49.0,20,2.9,1033,2.9
"38075","1","102","72","0","2019","A","",8,22,1464614,0,0,1310,68122,"",9.91,1.61,1.90,0.00,0.00,1.21,1.21,"",1,14.3,1,4.8,33069,2.3,0,0.0,0,0.0,20,1.6,1018,1.5
"38075","2","102","72","0","2019","A","N",3,0,0,0,0,0,0,"N",3.29,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"38075","3","102","72","0","2019","A","N",12,0,0,0,0,0,0,"N",5.38,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38075","5","102","72","0","2019","A","",80,417,15614672,8015121,35039,719,37408,"",0.69,0.81,0.79,0.95,0.66,0.97,0.97,"",3,3.9,7,1.7,-261273,-1.6,-150928,-1.8,-18764,-34.9,-25,-3.4,-1275,-3.3
"38077","1","102","72","0","2019","A","",15,63,2763749,0,0,850,44220,"",4.08,0.43,0.32,0.00,0.00,0.74,0.74,"",1,7.1,-2,-3.1,-119349,-4.1,0,0.0,0,0.0,-5,-0.6,-249,-0.6
"38077","2","102","72","0","2019","A","N",9,0,0,0,0,0,0,"N",2.17,0,0,0,0,0,0,"N",-1,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
"38077","3","102","72","0","2019","A","N",38,0,0,0,0,0,0,"N",3.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38077","5","102","72","0","2019","A","",400,3362,125016570,66868644,362188,715,37188,"",0.76,0.61,0.56,0.51,0.41,0.91,0.91,"",-4,-1.0,-43,-1.3,1132046,0.9,-282335,-0.4,-184242,-33.7,15,2.1,804,2.2
"38079","1","102","72","0","2019","A","",18,912,54757357,0,0,1154,60019,"",11.84,11.19,11.59,0.00,0.00,1.04,1.04,"",0,0.0,-13,-1.4,-41359,-0.1,0,0.0,0,0.0,14,1.2,756,1.3
"38079","2","102","72","0","2019","A","",6,21,852296,227212,16701,793,41240,"",3.49,0.16,0.15,0.64,13.87,0.95,0.95,"",0,0.0,-2,-8.7,17687,2.1,-23636,-9.4,-432,-2.5,95,13.6,4953,13.6
"38079","3","102","72","0","2019","A","",25,1865,74634810,31965695,968087,770,40022,"",5.95,4.48,4.91,37.99,145.10,1.10,1.10,"",-1,-3.8,-1,-0.1,2984711,4.2,702666,2.2,447697,86.0,31,4.2,1616,4.2
"38079","5","102","72","0","2019","A","",161,1273,37842055,22799348,145201,572,29736,"",0.74,0.42,0.31,0.47,0.15,0.75,0.75,"",1,0.6,-14,-1.1,-337010,-0.9,-1311960,-5.4,-67034,-31.6,1,0.2,69,0.2
"38081","1","102","72","0","2019","A","",10,30,1390961,0,0,884,45982,"",10.22,0.44,0.32,0.00,0.00,0.71,0.71,"",1,11.1,-8,-21.1,-468446,-25.2,0,0.0,0,0.0,-65,-6.8,-3383,-6.9
"38081","2","102","72","0","2019","A","N",1,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"38081","3","102","72","0","2019","A","N",21,0,0,0,0,0,0,"N",7.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38081","5","102","72","0","2019","A","",95,559,19628520,13413087,57220,676,35140,"",0.68,0.22,0.18,0.20,0.33,0.80,0.80,"",2,2.2,1,0.2,1105181,6.0,419886,3.2,-13417,-19.0,37,5.8,1919,5.8
"38083","1","102","72","0","2019","A","",5,10,463557,0,0,922,47954,"",16.96,2.24,2.69,0.00,0.00,1.24,1.24,"",1,25.0,1,11.1,8791,1.9,0,0.0,0,0.0,-97,-9.5,-5028,-9.5
"38083","2","102","72","0","2019","A","N",1,0,0,0,0,0,0,"N",3.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38083","3","102","72","0","2019","A","N",10,0,0,0,0,0,0,"N",12.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38083","5","102","72","0","2019","A","N",27,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,"N",-1,-3.6,0,0,0,0,0,0,0,0,0,0,0,0
"38085","1","102","72","0","2019","A","",10,229,15958250,0,0,1342,69763,"",25.70,7.89,8.64,0.00,0.00,1.10,1.10,"",2,25.0,5,2.2,267266,1.7,0,0.0,0,0.0,-5,-0.4,-286,-0.4
"38085","2","102","72","0","2019","A","N",1,0,0,0,0,0,0,"N",2.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38085","3","102","72","0","2019","A","",15,1166,49143080,32283534,58620,811,42156,"",13.96,7.87,8.27,67.47,134.62,1.05,1.05,"",0,0.0,-5,-0.4,1322397,2.8,129080,0.4,-199848,-77.3,25,3.2,1307,3.2
"38085","5","102","72","0","2019","A","",31,124,3090582,2373267,10376,478,24841,"",0.56,0.11,0.07,0.09,0.17,0.57,0.57,"",-1,-3.1,-7,-5.3,146494,5.0,199185,9.2,-1135,-9.9,46,10.6,2353,10.5
"38087","1","102","72","0","2019","A","",1,1,13093,0,0,432,22445,"",7.38,0.39,0.05,0.00,0.00,0.23,0.23,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"38087","3","102","72","0","2019","A","N",4,0,0,0,0,0,0,"N",10.68,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38087","5","102","72","0","2019","A","N",8,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,"N",-3,-27.3,0,0,0,0,0,0,0,0,0,0,0,0
"38089","1","102","72","0","2019","A","",14,205,13720247,0,0,1286,66874,"",1.67,0.55,0.40,0.00,0.00,0.73,0.73,"",2,16.7,4,2.0,370446,2.8,0,0.0,0,0.0,9,0.7,485,0.7
"38089","2","102","72","0","2019","A","N",14,0,0,0,0,0,0,"N",1.48,0,0,0,0,0,0,"N",-1,-6.7,0,0,0,0,0,0,0,0,0,0,0,0
"38089","3","102","72","0","2019","A","",27,1680,74022185,550774,1104,847,44052,"",1.16,0.88,0.67,0.07,0.03,0.77,0.77,"",0,0.0,15,0.9,2302770,3.2,74296,15.6,-324,-22.7,19,2.3,982,2.3
"38089","5","102","72","0","2019","A","",1030,10887,557013080,293775614,1642150,984,51165,"",0.86,0.77,0.64,0.64,0.33,0.82,0.82,"",-2,-0.2,56,0.5,16807207,3.1,5789313,2.0,-1435685,-46.6,25,2.6,1288,2.6
"38091","1","102","72","0","2019","A","",8,10,575628,0,0,1098,57087,"",16.96,0.92,0.71,0.00,0.00,0.77,0.77,"",1,14.3,-1,-9.1,-54078,-8.6,0,0.0,0,0.0,-11,-1.0,-596,-1.0
"38091","3","102","72","0","2019","A","",12,102,3755512,113811,171,706,36699,"",9.21,1.83,1.43,0.53,0.24,0.78,0.78,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38091","5","102","72","0","2019","A","",38,278,16034406,9401712,30538,1108,57626,"",0.56,0.68,0.77,0.76,0.31,1.14,1.14,"",0,0.0,-1,-0.4,885305,5.8,383035,4.2,-14344,-32.0,63,6.0,3296,6.1
"38093","1","102","72","0","2019","A","",20,146,9975248,0,0,1312,68246,"",4.09,0.72,0.77,0.00,0.00,1.07,1.07,"",1,5.3,-5,-3.3,-116610,-1.2,0,0.0,0,0.0,29,2.3,1523,2.3
"38093","2","102","72","0","2019","A","N",15,0,0,0,0,0,0,"N",2.72,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38093","3","102","72","0","2019","A","",24,1047,40262869,1302819,4178,739,38452,"",1.78,1.01,0.96,0.49,0.69,0.96,0.96,"",1,4.3,10,1.0,1163054,3.0,106526,8.9,588,16.4,14,1.9,732,1.9
"38093","5","102","72","0","2019","A","",609,7166,297262784,136195526,604039,798,41480,"",0.87,0.94,0.89,0.89,0.71,0.96,0.96,"",-3,-0.5,-156,-2.1,1157698,0.4,-1161199,-0.8,-289809,-32.4,20,2.6,1041,2.6
"38095","1","102","72","0","2019","A","",7,16,1007884,0,0,1211,62993,"",11.64,1.19,1.29,0.00,0.00,1.09,1.09,"",0,0.0,-4,-20.0,-377294,-27.2,0,0.0,0,0.0,-138,-10.2,-7143,-10.2
"38095","2","102","72","0","2019","A","N",2,0,0,0,0,0,0,"N",2.95,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38095","3","102","72","0","2019","A","N",10,0,0,0,0,0,0,"N",6.02,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38095","5","102","72","0","2019","A","",66,434,19227240,7988120,30518,852,44311,"",0.77,0.86,0.96,0.86,0.49,1.12,1.12,"",-4,-5.7,1,0.2,904450,4.9,501618,6.7,-9866,-24.4,39,4.8,2036,4.8
"38097","1","102","72","0","2019","A","",11,36,1671145,0,0,889,46207,"",5.02,0.57,0.41,0.00,0.00,0.72,0.72,"",1,10.0,-2,-5.3,24244,1.5,0,0.0,0,0.0,56,6.7,2867,6.6
"38097","2","102","72","0","2019","A","N",2,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"38097","3","102","72","0","2019","A","N",22,0,0,0,0,0,0,"N",3.63,0,0,0,0,0,0,"N",-1,-4.3,0,0,0,0,0,0,0,0,0,0,0,0
"38097","5","102","72","0","2019","A","",215,1789,76620241,35865813,285978,823,42819,"",0.69,0.75,0.73,0.69,0.60,0.98,0.98,"",1,0.5,-36,-2.0,1033678,1.4,333865,0.9,-127002,-30.8,26,3.3,1392,3.4
"38099","1","102","72","0","2019","A","",14,51,2689032,0,0,1012,52640,"",4.63,0.56,0.49,0.00,0.00,0.88,0.88,"",1,7.7,0,0.0,18046,0.7,0,0.0,0,0.0,10,1.0,523,1.0
"38099","2","102","72","0","2019","A","N",6,0,0,0,0,0,0,"N",1.76,0,0,0,0,0,0,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"38099","3","102","72","0","2019","A","N",30,0,0,0,0,0,0,"N",3.59,0,0,0,0,0,0,"N",1,3.4,0,0,0,0,0,0,0,0,0,0,0,0
"38099","5","102","72","0","2019","A","",322,2499,102623196,53432090,257665,790,41060,"",0.75,0.73,0.73,0.71,0.45,1.01,1.01,"",-1,-0.3,-68,-2.6,825137,0.8,279256,0.5,-65836,-20.4,27,3.5,1404,3.5
"38101","1","102","72","0","2019","A","",55,1214,73287745,0,0,1161,60373,"",3.94,2.04,1.69,0.00,0.00,0.83,0.83,"",1,1.9,22,1.8,2521207,3.6,0,0.0,0,0.0,19,1.7,980,1.7
"38101","2","102","72","0","2019","A","N",23,0,0,0,0,0,0,"N",1.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38101","3","102","72","0","2019","A","",30,3239,145094152,1567539,7042,862,44799,"",0.78,1.07,1.04,0.17,0.17,0.97,0.97,"",0,0.0,45,1.4,5285806,3.8,189282,13.7,-3359,-32.3,20,2.4,1029,2.4
"38101","5","102","72","0","2019","A","",1841,22225,1017829171,501687143,2960610,881,45796,"",0.93,0.99,0.91,0.95,0.50,0.92,0.92,"",-12,-0.6,-169,-0.8,16146204,1.6,6922312,1.4,-1789626,-37.7,21,2.4,1067,2.4
"38103","1","102","72","0","2019","A","",8,23,887487,0,0,737,38309,"",7.03,0.86,0.61,0.00,0.00,0.71,0.71,"",1,14.3,-3,-11.5,-248327,-21.9,0,0.0,0,0.0,-92,-11.1,-4823,-11.2
"38103","3","102","72","0","2019","A","",17,245,8557826,338932,838,673,35001,"",5.41,1.79,1.84,1.06,0.81,1.03,1.02,"",0,0.0,7,2.9,870719,11.3,4986,1.5,-815,-49.3,53,8.5,2736,8.5
"38103","5","102","72","0","2019","A","",127,1020,38671160,18862669,72564,729,37913,"",0.78,1.01,1.04,1.02,0.50,1.03,1.03,"",-13,-9.3,-62,-5.7,518801,1.4,-815988,-4.1,-29411,-28.8,51,7.5,2655,7.5
"38105","1","102","72","0","2019","A","",22,103,6135694,0,0,1147,59618,"",1.80,0.19,0.10,0.00,0.00,0.52,0.52,"",3,15.8,0,0.0,-132235,-2.1,0,0.0,0,0.0,-27,-2.3,-1433,-2.3
"38105","2","102","72","0","2019","A","N",19,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38105","3","102","72","0","2019","A","",36,2172,109890172,8511775,66704,973,50586,"",1.07,0.77,0.54,0.60,1.35,0.70,0.70,"",0,0.0,99,4.8,9420324,9.4,356838,4.4,28313,73.7,41,4.4,2108,4.3
"38105","5","102","72","0","2019","A","",1453,14168,904406406,459312081,3533503,1228,63834,"",0.83,0.68,0.56,0.56,0.51,0.82,0.82,"",35,2.5,706,5.2,67115956,8.0,27906415,6.5,-2539226,-41.8,32,2.7,1639,2.6
"38999","1","102","72","0","2019","A","",27,117,8488862,0,0,1394,72503,"",6.25,2.21,1.46,0.00,0.00,0.66,0.66,"",7,35.0,8,7.3,732298,9.4,0,0.0,0,0.0,20,1.5,1069,1.5
"38999","2","102","72","0","2019","A","N",2,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38999","5","102","72","0","2019","A","",545,1981,145304346,82440746,893744,1411,73361,"",0.88,1.00,0.98,0.89,0.64,0.98,0.98,"",-18,-3.2,74,3.9,6797980,4.9,2765100,3.5,-105747,-10.6,14,1.0,730,1.0
"39000","1","102","52","0","2019","A","",1867,79624,6289922860,0,0,1519,78995,"",1.05,0.78,0.83,0.00,0.00,1.07,1.06,"",71,4.0,996,1.3,116753771,1.9,0,0.0,0,0.0,9,0.6,484,0.6
"39000","2","102","52","0","2019","A","",1175,132313,8991026837,38400,1039,1307,67953,"",0.58,0.78,0.96,0.00,0.00,1.23,1.23,"",26,2.3,856,0.7,306546950,3.5,38400,100.0,1039,100.0,37,2.9,1890,2.9
